question_type,RAGAS Faithfulness,RAGAS Answer Relevancy,answer similarity,RAGAS Context F1 Score,correctness_method2,correctness_method2_mapped,correctness
compare,0.8741728443816544,0.8076103670256478,0.898271945970399,,3.9285714285714284,75.0,39.285714285714285
complex,0.7853018144136564,0.7106268129178456,0.7326368540525436,,4.107142857142857,78.57142857142857,25.0
complex_situational,0.7810384549423403,0.801836935537202,0.7408993478332248,,4.428571428571429,100.0,46.42857142857143
conversational,0.17606172293478792,0.4734642350155374,0.7290505546590557,,3.652173913043478,60.86956521739131,4.3478260869565215
distracting element,0.7212004691970592,0.7107823270338552,0.7347499838581791,,4.148148148148148,88.88888888888889,18.51851851851852
double,0.8246354774485446,0.8679418288744413,0.8023708760738373,,3.8846153846153846,76.92307692307693,50.0
out of scope,,,0.544415110791171,,3.3333333333333335,40.74074074074074,51.85185185185185
rule_conclusion,0.7592582209799272,0.7018124130037096,0.7969867984453837,,4.037037037037037,74.07407407407408,59.25925925925925
simple,0.7865384615384615,0.7811828186878791,0.7822828923280423,,4.269230769230769,84.61538461538461,46.15384615384615
situational,0.6344540736686332,0.7523249409816883,0.7686130603154501,,3.962962962962963,77.77777777777779,25.925925925925924
vague,0.5079645662978997,0.234813979378453,0.5424574569419578,,2.0,11.11111111111111,0.0
Overall,0.6932284537067099,0.6873475741804316,0.7341319522281893,,3.7993197278911564,70.06802721088435,33.6734693877551
