question_type,RAGAS Faithfulness,RAGAS Answer Relevancy,answer similarity,RAGAS Context F1 Score,correctness_method2,correctness_method2_mapped,correctness
compare,0.9064915739022882,0.8485996297427586,0.9008104886327472,,4.071428571428571,85.71428571428571,53.57142857142857
complex,0.9490285318672924,0.7754908204078674,0.7575448155403137,,4.571428571428571,96.42857142857143,35.714285714285715
complex_situational,0.8514973337566506,0.7515227773359844,0.7576468118599483,,4.5,96.42857142857143,42.857142857142854
conversational,0.4151638619029923,0.4362474122773046,0.7230259231899095,,3.4782608695652173,47.82608695652174,8.695652173913043
distracting element,0.703802050775735,0.7411567436324226,0.7298486078227008,,4.111111111111111,85.18518518518519,14.814814814814813
double,0.8926108456651444,0.8387470749708322,0.8077923861833719,,4.038461538461538,88.46153846153845,65.38461538461539
out of scope,,,0.5514449466157842,,3.4814814814814814,44.44444444444444,44.44444444444444
rule_conclusion,0.8072234106590832,0.7362601006472552,0.8146850996547275,,4.444444444444445,92.5925925925926,55.55555555555556
simple,0.8939238689238689,0.8953788647284875,0.7961028034870441,,4.5,92.3076923076923,38.46153846153847
situational,0.8353468547912993,0.8106087115075853,0.782634902883459,,4.148148148148148,77.77777777777779,40.74074074074074
vague,0.49065255731922397,0.2844066796479402,0.5480785976957392,,2.259259259259259,18.51851851851852,0.0
Overall,0.7805049861256249,0.7157071372319697,0.7431959815982248,,3.9727891156462585,75.51020408163265,36.734693877551024
