question_type,RAGAS Faithfulness,RAGAS Answer Relevancy,answer similarity,RAGAS Context F1 Score,correctness_method2,correctness_method2_mapped,correctness
compare,0.9217128358520441,0.8356781410319465,0.9031406428132739,,4.035714285714286,89.28571428571429,57.14285714285714
complex,0.9081490929705216,0.8019016172204699,0.7650575573955264,,4.642857142857143,100.0,39.285714285714285
complex_situational,0.8173000215819259,0.7285841128655842,0.742322638630867,,4.321428571428571,96.42857142857143,39.285714285714285
conversational,0.21755972445953542,0.3801964774079945,0.7357653677463531,,3.608695652173913,56.52173913043478,0.0
distracting element,0.8555086158156334,0.6585788638503464,0.7303178862289146,,4.037037037037037,85.18518518518519,25.925925925925924
double,0.9232994526576331,0.7580235669246087,0.8136764306288499,,4.038461538461538,84.61538461538461,61.53846153846154
out of scope,,,0.5660053359137641,,3.814814814814815,59.25925925925925,62.96296296296296
rule_conclusion,0.7525582442249109,0.7197206152809991,0.820030152797699,,4.444444444444445,88.88888888888889,74.07407407407408
simple,0.9688186813186813,0.8993007242679596,0.814935734638801,,4.384615384615385,92.3076923076923,61.53846153846154
situational,0.8928569773943011,0.8752490215831332,0.7988166168883994,,4.2592592592592595,88.88888888888889,48.148148148148145
vague,0.6239719128608018,0.1763492171411161,0.5750725876401972,,2.3703703703703702,18.51851851851852,0.0
Overall,0.7965979963118417,0.6879954206921188,0.7516926968989729,,4.003401360544218,78.57142857142857,43.197278911564624
