question_type,RAGAS Faithfulness,RAGAS Answer Relevancy,answer similarity,RAGAS Context F1 Score,correctness_method2,correctness_method2_mapped,correctness
compare,0.9565924380425708,0.7556308380195073,0.9048012495040894,,3.9642857142857144,82.14285714285714,39.285714285714285
complex,0.9175796425796426,0.7962028767381396,0.7584765170301709,,4.75,100.0,32.142857142857146
complex_situational,0.8817567465093569,0.7763285860419273,0.7525447309017181,,4.571428571428571,100.0,35.714285714285715
conversational,0.37147089285174656,0.3779812487571136,0.7366148959035459,,3.739130434782609,65.21739130434783,8.695652173913043
distracting element,0.874222343258291,0.7333513365851508,0.7449928875322696,,4.37037037037037,92.5925925925926,25.925925925925924
double,0.9605436230436231,0.8244934196655567,0.8068715058840238,,3.923076923076923,80.76923076923077,57.692307692307686
out of scope,,,0.5465650889608595,,3.5185185185185186,40.74074074074074,29.629629629629626
rule_conclusion,0.8399383538272427,0.7719356704641271,0.8191756385344046,,4.37037037037037,92.5925925925926,81.48148148148148
simple,0.9061618936618937,0.847122439971337,0.8066481512326461,,4.423076923076923,92.3076923076923,50.0
situational,0.9450392362673065,0.8795128795835707,0.7969784030207882,,4.407407407407407,85.18518518518519,48.148148148148145
vague,0.7156084656084657,0.2221388872022982,0.5663947120860771,,2.259259259259259,14.814814814814813,0.0
Overall,0.8440599546875388,0.70311412879367,0.7494475011314664,,4.034013605442177,77.21088435374149,37.41496598639456
